public,ts_ticket_comments,id,ticket_id,user_id,user_type,comment_desc,topic_id,source,create_date,update_date,status,customer_facing,ticket_status,email_subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public,v_1plus_1_month,customer_id,loan_id,vintage,vintage_month,observationdate,mob,loan_type,first_utm_source_grp,first_utm_source,st_approval,approval_loan_id,productgroup,approved_amount,disbursal_amount,ticket_size,tenure,tenure_group,score_value,cibil_score,age,age_seg,bureau_report_id,city_name_grouped,city_name,dpd,pos,d1_pos,d1_count,sv,approvalpolicy,st_report_id,f_report_id,max_dpd,enquiry_count,equi_seg,cibil_seg,max_dpd_grp,approvalpolicy_desc,enquiry_count_seg,inst_amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sttash_website_live,bureau_account_history,id,customer_id,loan_id,report_id,account_list_id,history_date,month_number,dpd_char,dpd,payment_status,suit_filed_status,asset_classification_status,create_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sttash_website_live,bureau_account_list,id,customer_id,loan_id,report_id,accounttype,bureauremarkcode,currentbalance,dateclosed,dateofentryforerrorordisputeremarkscode,dateoflastpayment,dateopenedordisbursed,datereportedandcertified,highcreditorsanctionedamount,ownershipindicator,paymenthistoryenddate,paymenthistorystartdate,reportingmember,suitfiledorwilfuldefault,accountnumber,overdueamount,writtenoffandsettledstatus,valueofcollateral,typeofcollateral,creditlimit,cashlimit,rateofinterest,repaymenttenure,emiamount,writtenoffamounttotal,writtenoffamountprincipal,settlementamount,paymentfrequence,actualpaymentamount,dateofentryforerrorcode,errorcode,dateofentryforbureauremarkscode,errorordisputeremarkscode1,errorordisputeremarkscode2,create_date,lastpaymentamount,accountstatus,assetclassification,reason,extra_params,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sttash_website_live,bureau_account_summary,id,customer_id,loan_id,report_id,from_bureau,no_of_accounts,no_of_active_accounts,no_of_write_offs,total_past_due,most_severe_status_with_in_24months,single_highest_credit,single_highest_sanction_amount,total_high_credit,average_open_balance,single_highest_balance,no_of_past_due_accounts,no_of_zero_balance_accounts,recent_account_date,recent_account_type,oldest_account_date,oldest_account_type,total_balance_amount,total_sanction_amount,total_credit_limit,total_monthly_payment_amount,create_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sttash_website_live,bureau_account_type,id,use_status,account_type,status,min_value,operation,max_value,amount_parameter,loantype,account_type_code_equifax,account_type_code_cibil,sf_account_type,create_date,account_type_code_crif,account_type_crif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sttash_website_live,bureau_address,id,customer_id,loan_id,report_id,addresscategory,address,datereported,enrichedthroughtenquiry,pincode,statecode,residencecode,membername,create_date,extra_params,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sttash_website_live,bureau_enquiry,id,customer_id,loan_id,report_id,datereported,enquiryamount,enquirypurpose,reportingmember,create_date,extra_params,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sttash_website_live,bureau_report_detail,id,customer_id,loan_id,bureau_id,create_date,status,raw_data_id,bureau_product_code,dpd_1_month,dpd_2_months,dpd_3_months,dpd_6_months,dpd_12_months,ever_dpd,dpd_char_count,credit_card_dpd_6_months,suit_filed_count,higest_sec_amount,overdue,score,error_code,error,memberreferencenumber,enquirycontrolnumber,extra_params,admin_id,pulled_by_customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sttash_website_live,cibil_accountlist,id,customer_id,loan_id,accounttype,cibilremarkcode,currentbalance,dateclosed,dateofentryforerrorordisputeremarkscode,dateoflastpayment,dateopenedordisbursed,datereportedandcertified,highcreditorsanctionedamount,ownershipindicator,paymenthistory1,paymenthistory2,paymenthistoryenddate,paymenthistorystartdate,reportingmembershortname,suitfiledorwilfuldefault,accountnumber,overdueamount,writtenoffandsettledstatus,valueofcollateral,typeofcollateral,creditlimit,cashlimit,rateofinterest,repaymenttenure,emiamount,writtenoffamounttotal,writtenoffamountprincipal,settlementamount,paymentfrequence,actualpaymentamount,dateofentryforerrorcode,errorcode,dateofentryforcibilremarkscode,errorordisputeremarkscode1,errorordisputeremarkscode2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
